,drug_labels,drug_rxcui,indications_label,indications_mondo,indications_umls
678,CARBOPLATIN|CARBOPLATIN.,40048,Ovarian cancer|Non-small cell lung cancer|Lung neoplasm malignant|Lung adenocarcinoma|Small cell lung cancer|Breast cancer|Ovarian epithelial cancer|Neoplasm malignant|Retinoblastoma|Germ cell cancer|Endometrial cancer|Neuroblastoma|Uterine cancer|Glioma|Cervix carcinoma|Medulloblastoma|Squamous cell carcinoma of head and neck|Adenocarcinoma|Oesophageal carcinoma|Nephroblastoma|Bronchial carcinoma|Squamous cell carcinoma of lung|Osteosarcoma|Bladder cancer|Seminoma|Squamous cell carcinoma|Malignant peritoneal neoplasm|Head and neck cancer|Neuroendocrine carcinoma|Ovarian neoplasm|Diffuse large B-cell lymphoma|Oesophageal squamous cell carcinoma|Brain neoplasm|Choroid plexus carcinoma|Invasive ductal breast carcinoma|Optic glioma|Hodgkin's disease|Non-Hodgkin's lymphoma|Endometrial adenocarcinoma|Triple negative breast cancer|Malignant glioma|Rhabdoid tumour,MONDO:0008170|MONDO:0005233|MONDO:0008903|MONDO:0008903|MONDO:0008433|MONDO:0007254|MONDO:0018364|MONDO:0004992|MONDO:0008380|MONDO:0006290|MONDO:0011962|MONDO:0009741|MONDO:0016252|MONDO:0015917|MONDO:0016274|MONDO:0007959|MONDO:0010150|MONDO:0004970|MONDO:0007576|MONDO:0008679|MONDO:0002806|MONDO:0005097|MONDO:0021054|MONDO:0001187|MONDO:0003669|MONDO:0000500|MONDO:0002087|MONDO:0005627|MONDO:0002120|MONDO:0008170|MONDO:0018905|MONDO:0005580|MONDO:0021211|MONDO:0016718|MONDO:0004953|MONDO:0003235|MONDO:0009348|MONDO:0011508|MONDO:0005461|MONDO:0005494|MONDO:0015917|MONDO:0002728,C1140680|C0007131|C0242379|C0152013|C0149925|C0006142|C0677886|C0006826|C0035335|C0740345|C0476089|C0027819|C0153567|C0017638|C0302592|C0025149|C1168401|C0001418|C0152018|C0027708|C0007121|C0149782|C0029463|C0005684|C0036631|C0007137|C0153467|C0278996|C0206695|C0919267|C0079744|C0279626|C0006118|C0431109|C1134719|C0346326|C0019829|C0024305|C1153706|C3539878|C0555198|C0206743
679,ALBUMIN (HUMAN)|ALBUMIN (HUMAN).|ALBUMIN HUMAN|ALBUMINAR|ALBURX|ALBUTEIN|BUMINATE|FLEXBUMIN|HUMAN ALBUMIN,828529,,,
680,ACETAMINOPHEN/BUTALBITAL/CAFFEINE|CAFFEINE|CAFFEINE.|FIORICET,214130,,,
681,LUCENTIS|Ranibizumab|RANIBIZUMAB.,595060,Age-related macular degeneration|Neovascular age-related macular degeneration|Retinal vein occlusion|Macular degeneration|Diabetic retinopathy|Macular oedema|Retinal oedema|Type 2 diabetes mellitus|Retinopathy of prematurity|Eye disorder|Retinal disorder|Cystoid macular oedema|Glaucoma,MONDO:0005150|MONDO:0005417|MONDO:0006951|MONDO:0003004|MONDO:0005266|MONDO:0003005|MONDO:0006879|MONDO:0015122|MONDO:0007589|MONDO:0005328|MONDO:0005283|MONDO:0007935|MONDO:0005041,C0242383|C0271084|C0035328|C0024437|C0011884|C0271051|C0242420|C0011860|C0035344|C0015397|C0035309|C0024440|C0017601
682,Clofarabine|CLOFARABINE.|Clolar,44151,Acute myeloid leukaemia|Acute lymphocytic leukaemia,MONDO:0018874|MONDO:0013108,C0023467|C0023449
683,Hycamtin|Nogitecan hydrochloride|Topotecan|TOPOTECAN HYDROCHLORIDE|TOPOTECAN HYDROCHLORIDE.,57308,Small cell lung cancer|Ovarian cancer|Lung neoplasm malignant|Retinoblastoma|Neoplasm malignant|Nephroblastoma|Cervix carcinoma|Bronchial carcinoma|Neuroblastoma,MONDO:0008433|MONDO:0008170|MONDO:0008903|MONDO:0008380|MONDO:0004992|MONDO:0008679|MONDO:0016274|MONDO:0002806|MONDO:0009741,C0149925|C1140680|C0242379|C0035335|C0006826|C0027708|C0302592|C0007121|C0027819
684,CLENBUTEROL,2580,,,
685,GATIFLOXACIN|GATIFLOXACIN.|ZYMAR|Zymaxid,228476,,,
686,2-CHLORODEOXYADENOSINE|CLADRIBINE|CLADRIBINE.,44157,Langerhans' cell histiocytosis|Hairy cell leukaemia,MONDO:0018310|MONDO:0018935,C0019621|C0023443
687,ASCORBIC ACID|ASCORBIC ACID.,1151,,,
688,COPEGUS|MODERIBA|REBETOL|RIBASPHERE|Ribavirin|RIBAVIRIN 200 MG|Ribavirin 400 mg|Ribavirin 600 mg|RIBAVIRIN.|VIRAZOLE,9344,Hepatitis C|Hepatic cirrhosis|Respiratory syncytial virus infection|Hepatitis E|Hepatitis|Congo-Crimean haemorrhagic fever|Chronic hepatitis,MONDO:0005231|MONDO:0005155|MONDO:0001577|MONDO:0005788|MONDO:0002251|MONDO:0020501|MONDO:0002251,C0019196|C0023890|C0035235|C0085293|C0019158|C0019099|C0019189
689,MAGNESIUM SULFATE|MAGNESIUM SULFATE.|SUPREP BOWEL PREP KIT,6585,,,
690,NEOMYCIN|NEOMYCIN SULFATE|NEOMYCIN SULFATE.|NEOMYCIN.,7299,,,
691,MAGNESIUM CITRATE|MAGNESIUM CITRATE.,52356,,,
692,IOPROMIDE|IOPROMIDE.,27781,,,
693,BENZYL ALCOHOL|ULESFIA,1426,,,
694,Enasidenib|IDHIFA,1940332,Acute myeloid leukaemia,MONDO:0018874,C0023467
695,COPAXONE|GLATIRAMER|GLATIRAMER ACETATE|GLATIRAMER ACETATE.|GLATOPA,214582,Multiple sclerosis|Relapsing-remitting multiple sclerosis,MONDO:0005301|MONDO:0005314,C0026769|C0751967
696,OXYMETHOLONE,7813,,,
697,SODIUM CITRATE|SODIUM CITRATE.,56466,,,
698,BLOXIVERZ|NEOSTIGMINE|NEOSTIGMINE METHYLSULFATE|NEOSTIGMINE METHYLSULFATE.,7315,,,
699,RETROVIR,11413,HIV infection,MONDO:0005109,C0019693
700,MOLSIDOMINE,7023,,,
701,FINGOLIMOD|FINGOLIMOD.|GILENYA,1012892,Multiple sclerosis|Relapsing-remitting multiple sclerosis|Secondary progressive multiple sclerosis|Primary progressive multiple sclerosis,MONDO:0005301|MONDO:0005314|MONDO:0000450|MONDO:0000451,C0026769|C0751967|C0751965|C0751964
702,ISOSULFAN BLUE|ISOSULFAN BLUE.,27863,,,
703,DESITIN|ZINC OXIDE.,11423,,,
704,TRAVATAN|TRAVATAN Z 0.004 % OPHTHALMIC SOLUTION|TRAVOPROST|TRAVOPROST.,283809,Glaucoma,MONDO:0005041,C0017601
705,EMICIZUMAB.|HEMLIBRA,1989794,Factor VIII deficiency,MONDO:0010602,C3494187
706,TENOFOVIR DISOPROXIL|TENOFOVIR DISOPROXIL FUMARATE|TENOFOVIR DISOPROXIL FUMARATE.|VIREAD,300195,Hepatitis B|HIV infection|Chronic hepatitis B|Acquired immunodeficiency syndrome,MONDO:0005344|MONDO:0005109|MONDO:0005366|MONDO:0012268,C0019163|C0019693|C0524909|C0001175
707,IBRUTINIB|IMBRUVICA,1442981,Chronic lymphocytic leukaemia|Mantle cell lymphoma|Waldenstrom's macroglobulinaemia|Lymphoma|Non-Hodgkin's lymphoma|B-cell small lymphocytic lymphoma|B-cell lymphoma|Diffuse large B-cell lymphoma|Lymphocytic leukaemia|Chronic graft versus host disease|Acute lymphocytic leukaemia|Plasma cell myeloma|Leukaemia|Marginal zone lymphoma|Neoplasm malignant|Graft versus host disease|Chronic myeloid leukaemia|Central nervous system lymphoma,MONDO:0004948|MONDO:0018876|MONDO:0000432|MONDO:0005062|MONDO:0011508|MONDO:0004948|MONDO:0004095|MONDO:0018905|MONDO:0001018|MONDO:0020547|MONDO:0013108|MONDO:0009693|MONDO:0005059|MONDO:0017604|MONDO:0004992|MONDO:0013730|MONDO:0011996|MONDO:0002571,C0023434|C0334634|C0024419|C0024299|C0024305|C0855095|C0079731|C0079744|C0023448|C0867389|C0023449|C0026764|C0023418|C1367654|C0006826|C0018133|C0023473|C0742472
708,ACETAMINOPHEN / HYDROCODONE|ACETAMINOPHEN/HYDROCODONE|ACETAMINOPHEN\HYDROCODONE|LORTAB|NORCO|VICODIN|ZYDONE,214182,,,
709,ACETYLSALICYLIC ACID|ASCRIPTIN|Aspirin|Aspirin 100 mg|Aspirin 500 mg|ASPIRIN 81 MG|ASPIRIN.|BAYER ASPIRIN|BUFFERIN|ECOTRIN,1191,Coronary artery disease|Atrial fibrillation|Cerebrovascular accident|Myocardial ischaemia|Myocardial infarction|Cardiac disorder|Acute myocardial infarction|Acute coronary syndrome|Rheumatoid arthritis,MONDO:0005010|MONDO:0004981|MONDO:0005098|MONDO:0005010|MONDO:0005068|MONDO:0005267|MONDO:0004781|MONDO:0005542|MONDO:0008383,C1956346|C0004238|C0038454|C0151744|C0027051|C0018799|C0155626|C0948089|C0003873
710,RIFADIN|RIFAMPICIN|RIFAMPIN|RIFAMPIN.,9384,Tuberculosis|Pulmonary tuberculosis|Disseminated tuberculosis|Staphylococcal infection|Lymph node tuberculosis|Meningitis tuberculous,MONDO:0018076|MONDO:0006052|MONDO:0005848|MONDO:0024313|MONDO:0005831|MONDO:0006042,C0041296|C0041327|C0152915|C0038160|C0041316|C0041318
711,NARDIL|Phenelzine|PHENELZINE SULFATE|PHENELZINE SULFATE.,8123,Depression,MONDO:0002050,C0011570
712,GABITRIL|TIAGABINE,31914,,,
713,ELITEK|RASBURICASE,283821,,,
714,"FLEET ENEMA|FLEET PHOSPHO-SODA|SODIUM PHOSPHATE, DIBASIC",236719,,,
715,RITODRINE,9392,,,
716,IPILIMUMAB|YERVOY,1094833,Malignant melanoma|Metastatic malignant melanoma|Non-small cell lung cancer|Prostate cancer|Small cell lung cancer|Renal cell carcinoma|Neoplasm malignant|Myelodysplastic syndrome|Skin cancer,MONDO:0005105|MONDO:0005191|MONDO:0005233|MONDO:0008315|MONDO:0008433|MONDO:0005549|MONDO:0004992|MONDO:0018881|MONDO:0002898,C0025202|C0860594|C0007131|C0376358|C0149925|C0007134|C0006826|C3463824|C0007114
717,GUANFACINE|GUANFACINE HYDROCHLORIDE|GUANFACINE HYDROCHLORIDE.|GUANFACINE.|Intuniv|TENEX,40114,,,
718,AERIUS|CLARINEX|DESLORATADINE|DESLORATADINE.|NEOCLARITYN,275635,Hypersensitivity|Rhinitis allergic|Seasonal allergy,MONDO:0005271|MONDO:0011786|MONDO:0005324,C0020517|C2607914|C0018621
719,PEGINESATIDE,1248798,,,
720,DESONATE|DESONIDE|DESONIDE.|DESOWEN|VERDESO,3254,,,
721,DESOXIMETASONE|DESOXIMETASONE.|TOPICORT,3255,,,
722,NORVIR|RITONAVIR|RITONAVIR ORAL SOLUTION|RITONAVIR.,85762,HIV infection|Hepatitis C|Acquired immunodeficiency syndrome,MONDO:0005109|MONDO:0005231|MONDO:0012268,C0019693|C0019196|C0001175
723,AMAREL|AMARYL|Glimepiride|GLIMEPIRIDE 1 MG|GLIMEPIRIDE 2 MG|GLIMEPIRIDE.,25789,Type 2 diabetes mellitus|Diabetes mellitus,MONDO:0015122|MONDO:0015122,C0011860|C0011849
724,ARANESP|darbepoetin alfa|NESP,283838,Anaemia|Myelodysplastic syndrome|Chronic kidney disease|Renal failure chronic|Renal failure|Renal disorder|End stage renal disease,MONDO:0002280|MONDO:0018881|MONDO:0005300|MONDO:0024327|MONDO:0001106|MONDO:0005240|MONDO:0024327,C0002871|C3463824|C1561643|C0022661|C0035078|C0022658|C0022661
725,DECADRON|DEXAMETHASONE|DEXAMETHASONE ACETATE|DEXAMETHASONE INJECTION|DEXAMETHASONE SODIUM PHOSPHATE|DEXAMETHASONE SODIUM PHOSPHATE.|DEXAMETHASONE.|MAXIDEX|OZURDEX,3264,Plasma cell myeloma|Acute lymphocytic leukaemia|Macular oedema|Retinal vein occlusion|Uveitis|Amyloidosis|Mantle cell lymphoma|T-cell type acute leukaemia|Hodgkin's disease|Lymphoma|Cystoid macular oedema|Diffuse large B-cell lymphoma|Non-Hodgkin's lymphoma|Chronic lymphocytic leukaemia|Brain oedema,MONDO:0009693|MONDO:0013108|MONDO:0003005|MONDO:0006951|MONDO:0020283|MONDO:0019065|MONDO:0018876|MONDO:0020512|MONDO:0009348|MONDO:0005062|MONDO:0007935|MONDO:0018905|MONDO:0011508|MONDO:0004948|MONDO:0006684,C0026764|C0023449|C0271051|C0035328|C0042164|C0002726|C0334634|C1961099|C0019829|C0024299|C0024440|C0079744|C0024305|C0023434|C1527311
726,AEROSPAN|FLUNISOLIDE|FLUNISOLIDE.,25120,Asthma,MONDO:0004979,C0004096
727,ATRACURIUM|ATRACURIUM BESILATE|ATRACURIUM BESYLATE|ATRACURIUM BESYLATE.,1218,,,
728,METHYLNALTREXONE|RELISTOR,29899,Constipation,MONDO:0002203,C0009806
729,Aldactone,9997,Hypertension|Cardiac failure|Cardiac failure congestive,MONDO:0005044|MONDO:0005252|MONDO:0005009,C0020538|C0018801|C0018802
730,Fosamprenavir|Lexiva,358262,HIV infection,MONDO:0005109,C0019693
731,Abemaciclib|VERZENIO,1946825,Breast cancer,MONDO:0007254,C0006142
732,ILOPROST|ILOPROST.|VENTAVIS,40138,Pulmonary arterial hypertension|Pulmonary hypertension|Cor pulmonale chronic,MONDO:0015924|MONDO:0005149|MONDO:0001493,C2973725|C0020542|C0238074
733,ADCIRCA|CIALIS|Tadalafil,358263,Pulmonary arterial hypertension|Pulmonary hypertension|Benign prostatic hyperplasia|Cor pulmonale chronic,MONDO:0015924|MONDO:0005149|MONDO:0010811|MONDO:0001493,C2973725|C0020542|C1704272|C0238074
734,AMLODIPINE/BENAZEPRIL|BENAZEPRIL|BENAZEPRIL HYDROCHLORIDE|BENAZEPRIL HYDROCHLORIDE.|LOTREL,214223,Hypertension,MONDO:0005044,C0020538
735,Tenecteplase|TNKASE,259280,Acute myocardial infarction|Ischaemic stroke,MONDO:0004781|MONDO:0011057,C0155626|C0948008
736,PAMIDRONATE|PAMIDRONATE DISODIUM|PAMIDRONATE DISODIUM.|PAMIDRONIC ACID,11473,Osteogenesis imperfecta|Osteoporosis|Plasma cell myeloma|Hypercalcaemia,MONDO:0019019|MONDO:0005298|MONDO:0009693|MONDO:0001566,C0029434|C0029456|C0026764|C0020437
737,NATRECOR|NESIRITIDE,19666,,,
738,ORPHENADRINE,7715,,,
739,OMACETAXINE,1546446,,,
740,ANASTRAZOLE|ANASTROZOLE|ANASTROZOLE 1 MG|ANASTROZOLE.|ARIMIDEX,84857,Breast cancer|Neoplasm malignant|Invasive ductal breast carcinoma,MONDO:0007254|MONDO:0004992|MONDO:0004953,C0006142|C0006826|C1134719
741,DEXEDRINE,3288,,,
742,ANTI-THYMOCYTE GLOBULIN (RABBIT)|ANTITHYMOCYTE IMMUNOGLOBULIN|THYMOGLOBULIN,107044,Aplastic anaemia|Acute graft versus host disease,MONDO:0012197|MONDO:0020546,C0002874|C0856825
743,AMPHETAMINE|AMPHETAMINE/DEXTROAMPHETAMINE|D-AMPHETAMINE|DEXAMFETAMINE|DEXTROAMPHETAMINE|DEXTROAMPHETAMINE.,253146,,,
744,Revatio|SILDENAFIL|SILDENAFIL 20 MG|SILDENAFIL CITRATE|SILDENAFIL CITRATE.|SILDENAFIL.|VIAGRA,136411,Pulmonary hypertension|Pulmonary arterial hypertension|Sexual dysfunction|Cardiac disorder|Lung disorder|Hypertension|Chronic obstructive pulmonary disease|Scleroderma|Cardiovascular disorder|Pulmonary fibrosis,MONDO:0005149|MONDO:0015924|MONDO:0002134|MONDO:0005267|MONDO:0005275|MONDO:0005044|MONDO:0011751|MONDO:0019340|MONDO:0004995|MONDO:0002771,C0020542|C2973725|C0549622|C0018799|C0024115|C0020538|C0024117|C0011644|C0007222|C0034069
745,"CHORIOGONADOTROPIN ALFA|CHORIONIC GONADOTROPIN|GONADOTROPIN, CHORIONIC|HCG|NOVAREL|OVIDREL|PREGNYL",4986,Infertility,MONDO:0005047,C0021359
746,EPOETIN ALFA|EPOGEN|Procrit,105694,Anaemia|Renal failure chronic|Chronic kidney disease|Myelodysplastic syndrome,MONDO:0002280|MONDO:0024327|MONDO:0005300|MONDO:0018881,C0002871|C0022661|C1561643|C3463824
747,AMISULPRIDE,46303,,,
748,NIACIN|NIACIN.|NIACOR|NIASPAN|SLO-NIACIN,7393,,,
749,AZACITIDINE|AZACITIDINE.|VIDAZA,1251,Myelodysplastic syndrome|Acute myeloid leukaemia|Chronic myelomonocytic leukaemia|Refractory anaemia with an excess of blasts|Myelofibrosis,MONDO:0018881|MONDO:0018874|MONDO:0020311|MONDO:0015692|MONDO:0009692,C3463824|C0023467|C0023480|C0002894|C0026987
750,CARDENE|nicardipine|NICARDIPINE HYDROCHLORIDE.,7396,Hypertension,MONDO:0005044,C0020538
751,Clonazepam|CLONAZEPAM.|KLONOPIN,2598,Anxiety|Insomnia|Panic disorder|Epilepsy|Sleep disorder|Depression|Anxiety disorder|Restless legs syndrome|Post-traumatic stress disorder|Bipolar disorder|Generalised anxiety disorder|Schizophrenia,MONDO:0011918|MONDO:0013600|MONDO:0005383|MONDO:0005027|MONDO:0003406|MONDO:0002050|MONDO:0005618|MONDO:0005391|MONDO:0005146|MONDO:0004985|MONDO:0001942|MONDO:0005090,C0003467|C0917801|C0030319|C0014544|C0851578|C0011570|C0003469|C0035258|C0038436|C0005586|C0270549|C0036341
752,Jasmine,1307879,,,
753,AZASAN|AZATHIOPRINE|AZATHIOPRINE.|Imuran,1256,Crohn's disease|Colitis ulcerative|Rheumatoid arthritis|Systemic lupus erythematosus|Autoimmune hepatitis|Inflammatory bowel disease|Myasthenia gravis|Pemphigus,MONDO:0005011|MONDO:0005101|MONDO:0008383|MONDO:0007915|MONDO:0016264|MONDO:0005265|MONDO:0009688|MONDO:0006594,C0010346|C0009324|C0003873|C0024141|C0241910|C0021390|C0026896|C0030807
754,TROSPIUM|TROSPIUM CHLORIDE|TROSPIUM CHLORIDE.,236778,,,
755,CATAPRES|CATAPRESAN|CATAPRESSAN|CLONIDINE|CLONIDINE HYDROCHLORIDE|CLONIDINE HYDROCHLORIDE.|CLONIDINE TRANSDERMAL SYSTEM|CLONIDINE.|KAPVAY,2599,Hypertension,MONDO:0005044,C0020538
756,HABITROL|NICORETTE|NICOTINE|Nicotine Lozenge|NICOTINE POLACRILEX|NICOTINE TRANSDERMAL SYSTEM|NICOTINE.|NICOTROL|THRIVE,7407,Nicotine dependence,MONDO:0008575,C0028043
757,DHE-45|DIHYDROERGOTAMINE|DIHYDROERGOTAMINE MESYLATE|DIHYDROERGOTAMINE MESYLATE.|MIGRANAL,3418,Migraine,MONDO:0008000,C0149931
758,SILTUXIMAB|SYLVANT,1535218,Castleman's disease,MONDO:0015564,C0017531
759,ETHINYL ESTRADIOL/NORGESTREL,37075,,,
760,CANGRELOR|KENGREAL,1656052,,,
761,Mirapex|PRAMIPEXOLE|PRAMIPEXOLE DIHYDROCHLORIDE|PRAMIPEXOLE DIHYDROCHLORIDE.|PRAMIPEXOLE.,746741,Parkinson's disease|Restless legs syndrome,MONDO:0005180|MONDO:0005391,C0030567|C0035258
762,AZACTAM|AZTREONAM|AZTREONAM.|CAYSTON,1272,Cystic fibrosis,MONDO:0009061,C0010674
763,ADALAT|NIFEDIPINE|NIFEDIPINE.|Procardia,7417,Hypertension,MONDO:0005044,C0020538
764,DIASTAT|Diazepam|DIAZEPAM 10 MG|DIAZEPAM ORAL SOLUTION|DIAZEPAM.|Valium,3322,Anxiety|Depression|Insomnia|Epilepsy|Status epilepticus|Drug abuse|Sleep disorder|Psychotic disorder|Schizophrenia,MONDO:0011918|MONDO:0002050|MONDO:0013600|MONDO:0005027|MONDO:0002125|MONDO:0002491|MONDO:0003406|MONDO:0005485|MONDO:0005090,C0003467|C0011570|C0917801|C0014544|C0038220|C0013146|C0851578|C0033975|C0036341
765,DOXERCALCIFEROL|DOXERCALCIFEROL.|Hectorol,11516,Hyperparathyroidism|Hyperparathyroidism secondary,MONDO:0001741|MONDO:0006964,C0020502|C0020503
766,AFREZZA|HUMULIN R|Insulin Human|NOVOLIN R,253182,Diabetes mellitus|Type 2 diabetes mellitus|Type 1 diabetes mellitus|Gestational diabetes,MONDO:0015122|MONDO:0015122|MONDO:0009100|MONDO:0007453,C0011849|C0011860|C0011854|C0085207
767,DIAZOXIDE|PROGLYCEM,3327,Hypoglycaemia,MONDO:0004946,C0020615
768,ALOSETRON|ALOSETRON HCL|ALOSETRON HYDROCHLORIDE.|LOTRONEX,85248,Irritable bowel syndrome,MONDO:0005052,C0022104
769,NIMODIPINE|NIMODIPINE.|Nimotop|NYMALIZE,7426,,,
770,TENOFOVIR ALAFENAMIDE|VEMLIDY,1721603,Chronic hepatitis B|Hepatitis B,MONDO:0005366|MONDO:0005344,C0524909|C0019163
771,FEMARA|Letrozole|LETROZOLE 2.5 MG|LETROZOLE.,72965,Breast cancer|Invasive ductal breast carcinoma|Neoplasm malignant,MONDO:0007254|MONDO:0004953|MONDO:0004992,C0006142|C1134719|C0006826
772,Eltrombopag|PROMACTA,711942,Immune thrombocytopenic purpura|Thrombocytopenia|Aplastic anaemia|Myelodysplastic syndrome|Idiopathic thrombocytopenic purpura|Anaemia,MONDO:0008558|MONDO:0002049|MONDO:0012197|MONDO:0018881|MONDO:0008558|MONDO:0002280,C0398650|C0040034|C0002874|C3463824|C0398650|C0002871
773,Atenolol 25 mg|TENORMIN|TENORMINE,1202,Hypertension,MONDO:0005044,C0020538
774,MELPERONE,29961,,,
775,NISOLDIPINE.|SULAR,7435,,,
776,SALSALATE|SALSALATE.,36108,,,
777,ASPERGILLUS FUMIGATUS.,466192,,,
778,OSIMERTINIB|OSIMERTINIB.|TAGRISSO,1721560,Non-small cell lung cancer|Lung neoplasm malignant|Lung carcinoma cell type unspecified stage 0|Lung adenocarcinoma,MONDO:0005233|MONDO:0008903|MONDO:0004660|MONDO:0008903,C0007131|C0242379|C0685053|C0152013
779,NITRIC OXIDE|NITRIC OXIDE.,7442,,,
780,Serevent,36117,Asthma|Chronic obstructive pulmonary disease,MONDO:0004979|MONDO:0011751,C0004096|C0024117
781,CALCITONIN SALMON|CALCITONIN SALMON.|Fortical|MIACALCIN,36118,Osteoporosis,MONDO:0005298,C0029456
782,DELSYM|DEXTROMETHORPHAN|DEXTROMETHORPHAN HYDROBROMIDE|DEXTROMETHORPHAN HYDROBROMIDE.|DEXTROMETHORPHAN POLISTIREX|ROBITUSSIN 12 HOUR COUGH RELIEF|ROBITUSSIN LINGERING COLD LONG-ACTING COUGH,3289,Nasopharyngitis,MONDO:0001040,C0027441
783,ACEON|PERINDOPRIL|perindopril arginine|PERINDOPRIL ERBUMINE|PERINDOPRIL ERBUMINE.,54552,Hypertension,MONDO:0005044,C0020538
784,BROMFENAC|BROMSITE|PROLENSA,19737,,,
785,CAMBIA|CATAFLAM|DICLOFENAC|DICLOFENAC EPOLAMINE|DICLOFENAC INJECTION|DICLOFENAC POTASSIUM|DICLOFENAC POTASSIUM.|DICLOFENAC SODIUM|DICLOFENAC SODIUM.|DYLOJECT|Flector|PENNSAID|sodium diclofenac|SOLARAZE|VOLTAREN|ZIPSOR|ZORVOLEX,3355,Arthritis|Osteoarthritis|Migraine|Rheumatoid arthritis|Tendonitis|Arthropathy|Gout|Bursitis|Migraine without aura|Neuropathy peripheral|Actinic keratosis|Rotator cuff syndrome|Fibromyalgia|Psoriatic arthropathy|Ankylosing spondylitis|Epicondylitis|Plantar fasciitis,MONDO:0005578|MONDO:0008143|MONDO:0008000|MONDO:0008383|MONDO:0004857|MONDO:0006816|MONDO:0005393|MONDO:0002471|MONDO:0011847|MONDO:0020126|MONDO:0005173|MONDO:0007028|MONDO:0005546|MONDO:0011849|MONDO:0005306|MONDO:0001875|MONDO:0004833,C0003864|C0029408|C0149931|C0003873|C0039503|C0022408|C0018099|C0006444|C0338480|C0031117|C0022602|C0263912|C0016053|C0003872|C0038013|C0014488|C0149756
786,DICLOXACILLIN,3356,,,
787,DEXILANT|DEXLANSOPRAZOLE,816346,Gastrooesophageal reflux disease|Dyspepsia|Barrett's oesophagus|Gastritis,MONDO:0007186|MONDO:0002268|MONDO:0013662|MONDO:0004966,C0017168|C0013395|C0004763|C0017152
788,Furadantin|MACROBID|MACRODANTIN|NITROFURANTOIN|NITROFURANTOIN 100 MG|NITROFURANTOIN MONOHYDRATE|NITROFURANTOIN.,7454,Urinary tract infection|Cystitis,MONDO:0005247|MONDO:0006032,C0042029|C0010692
789,NITROGEN.,7456,,,
790,DIHYDROCODEINE,23088,,,
791,Telaprevir,1102261,Hepatitis C,MONDO:0005231,C0019196
792,DIDANOSINE|DIDANOSINE.|VIDEX|VIDEX EC,3364,HIV infection,MONDO:0005109,C0019693
793,AMLODIPINE/ATORVASTATIN|ATORVASTATIN|ATORVASTATIN 10 MG|ATORVASTATIN 20 MG|ATORVASTATIN 40 MG|ATORVASTATIN 80 MG|Caduet,404773,Hyperlipidaemia|Hypertension|Dyslipidaemia|Myocardial infarction|Type IIa hyperlipidaemia|Coronary artery disease|Myocardial ischaemia|Acute myocardial infarction|Cardiac disorder|Cerebrovascular accident|Cardiovascular disorder,MONDO:0013577|MONDO:0005044|MONDO:0015123|MONDO:0005068|MONDO:0007750|MONDO:0005010|MONDO:0005010|MONDO:0004781|MONDO:0005267|MONDO:0005098|MONDO:0004995,C0020473|C0020538|C0242339|C0027051|C0745103|C1956346|C0151744|C0155626|C0018799|C0038454|C0007222
794,DIMETHYL FUMARATE|TECFIDERA,1373478,Multiple sclerosis|Relapsing-remitting multiple sclerosis|Secondary progressive multiple sclerosis,MONDO:0005301|MONDO:0005314|MONDO:0000450,C0026769|C0751967|C0751965
795,BENZONATATE|BENZONATATE.|Tessalon,18993,,,
796,DACOGEN|DECITABINE|DECITABINE.,15657,Acute myeloid leukaemia|Myelodysplastic syndrome,MONDO:0018874|MONDO:0018881,C0023467|C3463824
797,Omalizumab|OMALIZUMAB.|XOLAIR,302379,Asthma|Chronic spontaneous urticaria|Idiopathic urticaria|Urticaria|Hypersensitivity|Chronic obstructive pulmonary disease|Dermatitis atopic|Rhinitis allergic|Bronchopulmonary aspergillosis allergic|Status asthmaticus|Angioedema|Respiratory disorder|Mastocytosis,MONDO:0004979|MONDO:0044212|MONDO:0044211|MONDO:0005492|MONDO:0005271|MONDO:0011751|MONDO:0011292|MONDO:0011786|MONDO:0015243|MONDO:0004766|MONDO:0010481|MONDO:0005087|MONDO:0007950,C0004096|C0578870|C0157741|C0042109|C0020517|C0024117|C0011615|C2607914|C0004031|C0038218|C0002994|C0035204|C0024899
798,ISAVUCONAZOLE,1720882,Aspergillus infection,MONDO:0005657,C0004030
799,FOLOTYN|PRALATREXATE,662019,Peripheral T-cell lymphoma unspecified,MONDO:0000430,C0079774
800,VIIBRYD|VILAZODONE,1086769,Depression|Anxiety,MONDO:0002050|MONDO:0011918,C0011570|C0003467
801,BARIUM SULFATE,1331,,,
802,AZULFIDINE|Azulfidine EN|SULFASALAZINE|SULFASALAZINE 500 MG|SULFASALAZINE.,9524,Rheumatoid arthritis|Colitis ulcerative|Psoriatic arthropathy|Crohn's disease|Arthritis,MONDO:0008383|MONDO:0005101|MONDO:0011849|MONDO:0005011|MONDO:0005578,C0003873|C0009324|C0003872|C0010346|C0003864
803,GLECAPREVIR/PIBRENTASVIR|MAVYRET,1940702,Hepatitis C,MONDO:0005231,C0019196
804,GLYSET|MIGLITOL|MIGLITOL.,30009,,,
805,OLOPATADINE|OLOPATADINE HYDROCHLORIDE|OLOPATADINE HYDROCHLORIDE.|OLOPATADINE.|PATADAY|PATANASE|PATANOL|PAZEO,135391,Conjunctivitis allergic|Hypersensitivity,MONDO:0005642|MONDO:0005271,C0009766|C0020517
